Species_Element_ID,New Code,Present,Scientific Name,Common Name,CC,CW,GRank,COSEWIC,NRANK,SARO,S_RANK,CZ,CZRESTR,ES,CK,LB,MD,EL,OX,HN,BR,NG,HM,7E4,Type,Flowering Season,NatStatus,Invasive,Family,Supplemental CC,Supplemental CW,CW Override,Reason for Override/Suppl. CW Rationalization,Tracked,CCVI,CCVI Confidence,Tallgrass
102002,ACERTAG,,Acer tataricum ssp. ginnala,Amur Maple,,5,G--TNR,,NNA,,SE1,IR,,,,,,,,IR,,,IR,IR,SH,,I,,Aceraceae,0,5,,,N,,,
102024,ACERX F,,Acer x freemanii,(Acer rubrum X Acer saccharinum),6,0,GNA,,NNA,,SNA,hyb,,hyb,,hyb,hyb,,,hyb,hyb,hyb,hyb,hyb,TR,,N,,Aceraceae,6,0,override,Suppl. CW value matches more closely with observed occurrences; not OBL,N,,,
168014,ACHIALP,,Achillea alpina,Siberian Yarrow,,3,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Asteraceae,,3,,,Y,,,
1010538,ACHIALM,,Achillea alpina ssp. multiflora,Many-flowered Yarrow,,3,G--T5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Asteraceae,,3,,,Y,,,
1010541,ACHIBOR,,Achillea borealis,Woolly Yarrow,0,3,G5,,N5,,S5,C,,C,X,X,C,C,X,C,X,C,C,C,FO,,N,,Asteraceae,0,3,,,N,,,Y
1010544,ACHIBOB,,Achillea borealis var. borealis,Woolly Yarrow,0,3,G5TNR,,NNR,,S5,C,,C,X,X,C,C,X,C,X,C,C,C,FO,,N,,Asteraceae,0,3,,,N,,,Y
168002,ACHIFIL,,Achillea filipendulina,Fern-leaved Yarrow,,5,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,5,,,N,,,
168004,ACHIMIL,,Achillea millefolium,Common Yarrow,,3,G5,,NNR,,SE5?,IX,,,,,,,IX,,,,IX,IX,FO,Sum,I,,Asteraceae,0,3,,,N,,,Y
168012,ACHIPTA,,Achillea ptarmica,Sneezeweed Yarrow,,0,GNR,,NNA,,SE2?,IR,,,,,,,,,,,,IR,FO,,I,,Asteraceae,0,0,,,N,,,
1264566,ACHYJAP,,Achyranthes japonica,Japanese Chaff-flower,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Amaranthaceae,0,,,,N,,,
1264569,ACHYJAH,,Achyranthes japonica var. hachijoensis,Japanese Chaff-flower,,,GNRTNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Amaranthaceae,0,,,,N,,,
64000,ACONNAP,,Aconitum napellus,Garden Monkshood,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Ranunculaceae,0,5,,,N,,,
64154,ACONVAR,,Aconitum variegatum,Manchurian Monkshood,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Ranunculaceae,0,,,,N,,,
64156,ACONX B,,Aconitum x bicolor,(Aconitum napellus X Aconitum variegatum),,,GNA,,NNA,,SNA,,,,,,,,,,,,,,FO,,I,,Ranunculaceae,0,,,,N,,,
24500,ACORAME,,Acorus americanus,American Sweetflag,8,-5,G5,,N5,,S4,R,,R,R,R,R,R,R,R,R,R,R,R,FO,,N,,Acoraceae,8,-5,,,N,,,
24502,ACORCAL,,Acorus calamus,European Sweetflag,,-5,G4?,,NNA,,SE1,IR,,,IR,,IR,IR,?,,,,,IR,FO,Sum,I,,Acoraceae,0,-5,,,N,,,
64002,ACTAPAC,,Actaea pachypoda,White Baneberry,6,5,G5,,N5,,S5,C,,C,X,X,C,C,X,C,C,C,C,C,FO,Sum,N,,Ranunculaceae,6,5,,,N,,,
64034,ACTARAC,,Actaea racemosa,Black Snakeroot,10,3,G4,,N2,,S2,R,CZ,,,,,?,,R,,R,IR,H,FO,,N,,Ranunculaceae,10,3,,,Y,,,
64004,ACTARUB,,Actaea rubra,Red Baneberry,6,3,G5,,N5,,S5,C,,U,X,X,C,C,X,U,U,C,C,C,FO,Sum,N,,Ranunculaceae,6,3,,,N,,,
1010547,ACTARUR,,Actaea rubra ssp. rubra,Red Baneberry,6,3,G5T5,,N5,,S5,C,,U,X,X,C,C,X,U,U,C,C,C,FO,Sum,N,,Ranunculaceae,6,3,,,N,,,
64006,ACTAX L,,Actaea x ludovici,(Actaea pachypoda X Actaea rubra),,0,GNA,,NNA,,SNA,hyb,,,,,,hyb,,,,hyb,hyb,hyb,FO,,I,,Ranunculaceae,0,0,,,N,,,
1010659,ACTIARG,,Actinidia arguta,Tara Vine,,,GNR,,NNA,,SE1,IR,,,,,,IR,,,,,,,VW,,I,,Actinidiaceae,0,,,,N,,,
168018,ADENBIC,,Adenocaulon bicolor,Pathfinder,9,3,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Asteraceae,9,3,,,Y,MV,VH,
9210,ADIAPED,,Adiantum pedatum,Northern Maidenhair Fern,7,3,G5,,N5,,S5,C,,U,X,X,C,C,X,C,C,U,C,R,FE,,N,,Pteridaceae,7,3,,,N,,,
71500,ADLUFUN,,Adlumia fungosa,Climbing Fumitory,8,5,G4,,N4?,,S4?,R,,,R,R,R,R,,R,,H,R,R,VI,,N,,Fumariaceae,8,5,,,N,,,
64007,ADONANN,,Adonis annua,Autumn Adonis,,,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Ranunculaceae,0,,,,N,,,
163000,ADOXMOS,,Adoxa moschatellina,Muskroot,,0,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Adoxaceae,,0,,,Y,MV,VH,
17412,AEGICYL,,Aegilops cylindrica,Jointed Goatgrass,,3,GNR,,NNA,,SE1,IR,,,,,,,,,,IR,,,GR,,I,,Poaceae,0,3,,,N,,,
103000,AESCGLA,,Aesculus glabra,Ohio Buckeye,10,0,G5,,N1,,S1,R,CZ,IR,,R,,,IR,IR,IR,IR,IR,IR,TR,,N,,Hippocastanaceae,10,0,,,Y,,,
103002,AESCGLG,,Aesculus glabra var. glabra,Ohio Buckeye,10,0,G5T5,,N1,,S1,R,CZ,IR,,R,,,IR,IR,IR,IR,IR,IR,TR,,N,,Hippocastanaceae,10,0,,,Y,,,
103004,AESCHIP,,Aesculus hippocastanum,Horse Chestnut,,5,GNR,,NNA,,SE2,IR,,IR,,IX,IR,,IX,,IX,IU,IR,IU,TR,,I,,Hippocastanaceae,0,5,,,N,,,
1257638,AESCPAR,,Aesculus parviflora,Small-flowered Buckeye,,,G3,,NNA,,SEH,,,,,,,,,,,,,,TR,,I,,Hippocastanaceae,0,,,,N,,,
1004468,AESCPAV,,Aesculus pavia,Red Horse Chestnut,,0,G5,,NNA,,SE1,IR,,,,,,,,,,,IR,,TR,,I,,Hippocastanaceae,0,0,,,N,,,
129110,AETHCYN,,Aethusa cynapium,Fool's Parsley,,5,GNR,,NNA,,SEH,IR,,,,IR,,,,,,,IR,,FO,,I,,Apiaceae,0,5,,,N,,,
153000,AGALGAT,,Agalinis gattingeri,Gattinger's False Foxglove,10,0,G4,END,N2N3,END,S2S3,R,,,,R,,,,,H,,,,FO,,N,,Scrophulariaceae,10,0,,,Y,,,Y
153008,AGALPUR,,Agalinis purpurea,Purple False Foxglove,8,-3,GNR,,N4N5,,S4S5,,,,,,,,,,,,,,FO,Aut,N,,Scrophulariaceae,8,-3,,,P,,,
153002,AGALPUP,,Agalinis purpurea var. parviflora,Small-flowered Purple False Foxglove,8,-3,GNRTNR,,NNR,,S4S5,R,,R,R,R,,R,X,R,R,R,,R,FO,Aut,N,,Scrophulariaceae,8,-3,,,N,,,
1010477,AGALPUU,,Agalinis purpurea var. purpurea,Large-flowered Purple False Foxglove,10,-3,GNRTNR,,N1,,S1,R,CZ,R,R,R,,,,R,,,,H,FO,Aut,N,,Scrophulariaceae,10,-3,,,Y,,,Y
153010,AGALSKI,,Agalinis skinneriana,Skinner's False Foxglove,10,3,G3G4,END,N1,END,S1,R,CZ,R,,R,,,,,,,,,FO,,N,,Scrophulariaceae,10,3,,,Y,,,Y
153012,AGALTEN,,Agalinis tenuifolia,Slender-leaved False Foxglove,7,-3,G5,,N4N5,,S4S5,U,,R,R,R,R,C,X,C,R,R,R,R,FO,Aut,N,,Scrophulariaceae,7,-3,,,N,,,
151002,AGASFOE,,Agastache foeniculum,Blue Giant Hyssop,2,5,G5,,N5,,S4,IR,,,,,,,,,,,,IR,FO,,N,,Lamiaceae,2,5,,,N,,,
151004,AGASNEP,,Agastache nepetoides,Yellow Giant Hyssop,8,3,G5,,N4,,S4,R,cz,C,R,R,R,R,,R,R,R,R,H,FO,Sum,N,,Lamiaceae,8,3,,,N,,,
151006,AGASSCR,,Agastache scrophulariifolia,Purple Giant Hyssop,10,5,G4,,N1,,S1,R,CZ,R,H,,,,,,?,H,,,FO,,N,,Lamiaceae,10,5,,,Y,,,
168960,AGERALT,,Ageratina altissima,White Snakeroot,5,3,G5,,N5,,S5,C,,C,X,X,C,C,X,U,C,C,C,C,FO,,N,,Asteraceae,5,3,,,N,,,
168434,AGERALA,,Ageratina altissima var. altissima,Common White Snakeroot,5,3,G5T5,,NNR,,S5,C,,C,X,X,C,C,X,U,C,C,C,C,FO,,N,,Asteraceae,5,3,,,N,,,
168022,AGOSGLA,,Agoseris glauca,Pale Agoseris,,3,G5,,N5,,S4?,,,,,,,,,,,,,,FO,,N,,Asteraceae,0,3,,,N,,,
1004496,AGOSGLG,,Agoseris glauca var. glauca,Pale Agoseris,,3,G5T5,,N5,,S4?,,,,,,,,,,,,,,FO,,N,,Asteraceae,0,3,,,N,,,
82000,AGRIEUP,,Agrimonia eupatoria,European Agrimony,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Rosaceae,0,,,,N,,,
82002,AGRIGRY,,Agrimonia gryposepala,Hooked Agrimony,2,3,G5,,N5,,S5,C,,C,X,X,C,C,X,C,C,C,C,C,FO,Sum,N,,Rosaceae,2,3,,,N,,,
82004,AGRIPAR,,Agrimonia parviflora,Swamp Agrimony,4,-1,G5,,N4,,S4,R,CZ,C,X,R,R,R,,R,,R,R,,FO,Sum,N,,Rosaceae,4,-1,override,Suppl. CW value matches more closely with values from US Wetland Plant List and Michigan Flora,N,,,Y
82006,AGRIPUB,,Agrimonia pubescens,Soft Agrimony,7,5,G5,,NNR,,S4,U,cz,C,X,R,R,R,,U,R,R,U,R,FO,,N,,Rosaceae,7,5,,,N,,,
82008,AGRISTR,,Agrimonia striata,Woodland Agrimony,3,3,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Rosaceae,3,3,,,N,,,
22000,AGROCRI,,Agropyron cristatum,Crested Wheatgrass,,5,G5,,NNA,,SE2,IR,,,,IR,IR,IR,,IR,,,IR,IU,GR,,I,,Poaceae,0,5,,,N,,,
1264594,AGROCRP,,Agropyron cristatum ssp. pectinatum,Crested Wheatgrass,,5,G5TNR,,NNA,,SE2,IR,,,,IR,IR,IR,,IR,,,IR,IU,GR,,I,,Poaceae,0,5,,,N,,,
1257009,AGROFRA,,Agropyron fragile,Siberian Wheatgrass,,5,GNR,,NNA,,SE1,IR,,,,IR,,,,,,,,,GR,,I,,Poaceae,0,5,,,N,,,
61000,AGROGIT,,Agrostemma githago,Common Corncockle,,3,GNR,,NNA,,SE3,IR,,IH,IR,IX,IR,IR,IX,IU,IX,IH,,IX,FO,,I,,Caryophyllaceae,0,3,,,N,,,
1008082,AGROGIG,,Agrostemma githago var. githago,Common Corncockle,,3,GNRTNR,,NNA,,SE3,IR,,IH,IR,IX,IR,IR,IX,IU,IX,IH,,IX,FO,,I,,Caryophyllaceae,0,3,,,N,,,
22008,AGROCAP,,Agrostis capillaris,Colonial Bentgrass,,0,GNR,,NNA,,SE1,IR,,,,,,,,,,IR,IR,IR,GR,,I,,Poaceae,0,0,,,N,,,
22012,AGROHYE,,Agrostis hyemalis,Winter Bentgrass,4,0,G5,,N1,,S1,R,CZ,R,,,,,,,,R,,,GR,,N,,Poaceae,4,0,,,Y,,,
22014,AGROMER,,Agrostis mertensii,Northern Bentgrass,,3,G5,,N5,,S2,,,,,,,,,,,,,,GR,,N,,Poaceae,,3,,,Y,,,
22016,AGROPER,,Agrostis perennans,Upland Bentgrass,5,3,G5,,N5,,S4?,U,,U,X,R,R,U,,U,X,U,C,R,GR,,N,,Poaceae,5,3,,,N,,,
22018,AGROSCA,,Agrostis scabra,Rough Bentgrass,6,0,G5,,NNR,,S5,R,,R,X,R,R,R,X,U,R,R,C,R,GR,,N,,Poaceae,6,0,,,N,,,
22022,AGROSTO,,Agrostis stolonifera,Creeping Bentgrass,,-3,G5,,N5,,SE5,IC,,IU,IX,IX,IC,IC,IX,IU,IX,IC,IX,IC,GR,,I,,Poaceae,0,-3,,,N,,,
151008,AJUGGEN,,Ajuga genevensis,Geneva Bugleweed,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Lamiaceae,0,5,,,N,,,
151010,AJUGREP,,Ajuga reptans,Creeping Bugleweed,,5,GNR,,NNA,,SE2,IR,,IR,IR,IX,,,,,IX,IR,,IR,FO,,I,,Lamiaceae,0,5,,,N,,,
109002,ALCEPAL,,Alcea pallida,Pale Hollyhock,,,GNR,,NNA,,SEH,IR,,IR,,,,,,,,,,,FO,,I,,Malvaceae,0,,,,N,,,
109004,ALCEROS,,Alcea rosea,Hollyhock,,5,GU,,NNA,,SE4,IR,,IR,,,IR,IR,,IR,,IR,IX,IX,FO,,I,,Malvaceae,0,5,,,N,,,
82010,ALCHFIL,,Alchemilla filicaulis,Thread-stemmed Lady's Mantle,,,G4,,N4,,SEH,,,,,,,,,,,,,,FO,,I,,Rosaceae,0,,,,N,,,
82012,ALCHFIF,,Alchemilla filicaulis ssp. filicaulis,Thread-stemmed Lady's Mantle,,,G4T3?,,N3N4,,SEH,,,,,,,,,,,,,,FO,,I,,Rosaceae,0,,,,N,,,
1009777,ALCHMOL,,Alchemilla mollis,Soft Lady's Mantle,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Rosaceae,0,5,,,N,,,
82404,ALCHMON,,Alchemilla monticola,Velvet Lady's Mantle,,,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Rosaceae,0,,,,N,,,
32000,ALETFAR,,Aletris farinosa,White Colicroot,10,0,G5,END,N2,END,S2,R,CZ,R,,R,,R,,R,,,,,FO,Sum,N,,Liliaceae,10,0,,,Y,,,Y
19000,ALISGRA,,Alisma gramineum,Grass-leaved Water-plantain,6,-5,G5,,N4N5,,S4,R,,,,,,,,,,R,,R,FO,,N,,Alismataceae,6,-5,,,N,,,
194340,ALISSUB,,Alisma subcordatum,Southern Water-plantain,1,-5,G5,,N4?,,S4?,X,,X,X,X,X,X,X,X,X,X,X,X,FO,Sum,N,,Alismataceae,1,-5,,,N,,,
194341,ALISTRI,,Alisma triviale,Northern Water-plantain,1,-5,G5,,N5,,S5,X,,X,X,X,X,X,X,X,X,X,X,X,FO,,N,,Alismataceae,1,-5,,,N,,,
152020,ALKEOFF,,Alkekengi officinarum,Strawberry Ground-cherry,,5,GNR,,NNA,,SE2,IR,,,,,IR,IR,,IR,IX,IR,IR,IX,FO,,I,,Solanaceae,0,5,,,N,,,
16934,ALLICAN,,Allium canadense,Canada Garlic,8,3,G5,,N5,,S5,C,,C,X,X,U,U,X,C,U,U,C,R,FO,,N,,Liliaceae,8,3,,,N,,,
32001,ALLICAC,,Allium canadense var. canadense,Canada Garlic,8,3,G5T5,,N5,,S5,C,,C,X,X,U,U,X,C,U,U,C,R,FO,,N,,Liliaceae,8,3,,,N,,,
1264538,ALLICAR,,Allium carinatum,Keeled Onion,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Liliaceae,0,,,,N,,,
1257048,ALLICEP,,Allium cepa,Garden Onion,,5,GNR,,NNA,,SE1,IR,,IR,,,,,,,IR,,IR,,FO,,I,,Liliaceae,0,5,,,N,,,
32006,ALLICER,,Allium cernuum,Nodding Onion,9,3,G5,,N5,,S2,R,cz,R,,,,R,,,,,,,FO,Sum,N,,Liliaceae,9,3,,,Y,,,Y
32124,ALLIOLE,,Allium oleraceum,Field Garlic,,3,GNR,,NNA,,SE1,IR,,,,,,,,,,,IR,,FO,,I,,Liliaceae,0,3,,,N,,,
32010,ALLISAT,,Allium sativum,Cultivated Garlic,,5,GNR,,NNA,,SE2,IR,,IR,,,IR,IR,,IR,,IU,IX,IR,FO,,I,,Liliaceae,0,5,,,N,,,
1008083,ALLISAS,,Allium sativum var. sativum,Cultivated Garlic,,5,GNRTNR,,NNA,,SE2,IR,,IR,,,IR,IR,,IR,,IU,IX,IR,FO,,I,,Liliaceae,0,5,,,N,,,
32012,ALLISCH,,Allium schoenoprasum,Wild Chives,,0,G5,,N5,,S4,IR,,,,,IR,,,,IR,IR,IR,IR,FO,Sum,N,,Liliaceae,0,0,,,N,,,
32120,ALLISCS,,Allium schoenoprasum var. schoenoprasum,European Chives,,0,G5T5,,NNA,,SE2,IR,,,,,IR,,,,IR,IR,IR,IR,FO,Sum,I,,Liliaceae,0,0,,,N,,,
32122,ALLISCI,,Allium schoenoprasum var. sibiricum,Wild Chives,9,0,G5T5,,N5,,S4,,,,,,,,,,,,,,FO,Sum,N,,Liliaceae,9,0,,,N,,,
32014,ALLISTE,,Allium stellatum,Autumn Onion,,5,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Liliaceae,0,5,,,N,,,
32016,ALLITRI,,Allium tricoccum,Wild Leek,7,3,G5,,N4,,S4,,,,,,,,,,,,,,FO,Sum,N,,Liliaceae,7,3,,,P,,,
32002,ALLITRB,,Allium tricoccum var. burdickii,Narrow-leaved Wild Leek,9,3,G--T4T5,,N2,,S1?,R,cz,R,,,R,,,R,,,R,,FO,Sum,N,,Liliaceae,9,3,,,Y,,,
1004756,ALLITRT,,Allium tricoccum var. tricoccum,Wild Leek,7,3,G--T5,,N4,,S4,C,,R,X,R,C,C,X,C,C,U,C,C,FO,Sum,N,,Liliaceae,7,3,,,N,,,
1257052,ALLITUB,,Allium tuberosum,Chinese Chives,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,IR,IH,FO,,I,,Liliaceae,0,5,,,N,,,
32018,ALLIVIN,,Allium vineale,Wild Garlic,,3,GNR,,NNA,,SE2,IR,,IR,,IX,IR,,,IR,,IU,IX,IU,FO,,I,,Liliaceae,0,3,,,N,,,
45006,ALNUALN,,Alnus alnobetula,Green Alder,8,0,G5,,N5,,S5,,,,,,,,,,,,,,SH,,N,,Betulaceae,8,0,,,N,,,
45008,ALNUALC,,Alnus alnobetula ssp. crispa,American Green Alder,8,0,G5T5,,N5,,S5,,,,,,,,,,,,,,SH,,N,,Betulaceae,8,0,,,N,,,
45002,ALNUINC,,Alnus incana,Grey Alder,6,-3,G5,,N5,,S5,U,,H,,R,U,,X,U,R,U,C,U,SH,,N,,Betulaceae,6,-3,,,N,,,
45004,ALNUINR,,Alnus incana ssp. rugosa,Speckled Alder,6,-3,G5T5,,N5,,S5,U,,H,,R,U,,X,U,R,U,C,U,SH,,N,,Betulaceae,6,-3,,,N,,,
22024,ALOPAEQ,,Alopecurus aequalis,Short-awned Foxtail,7,-5,G5,,N5,,S4,R,,R,R,R,R,R,X,U,R,R,R,R,GR,,N,,Poaceae,7,-5,,,N,,,
1004493,ALOPAEA,,Alopecurus aequalis var. aequalis,Short-awned Foxtail,7,-5,G5T5,,N5,,S4,R,,R,R,R,R,R,X,U,R,R,R,R,GR,,N,,Poaceae,7,-5,,,N,,,
1005311,ALOPCAR,,Alopecurus carolinianus,Tufted Foxtail,,-3,G5,,N3N4,,SE1,IR,,IR,,,,,,,,IR,,,GR,,I,,Poaceae,0,-3,,,N,,,
22028,ALOPGEN,,Alopecurus geniculatus,Water Foxtail,,-5,GU,,NNA,,SE3,IR,,IR,IR,IR,IR,IR,,IR,,IR,,IR,GR,,I,,Poaceae,0,-5,,,N,,,
22026,ALOPMAG,,Alopecurus magellanicus,Alpine Foxtail,,-3,G5,,N5,,S2S3,,,,,,,,,,,,,,GR,,N,,Poaceae,,-3,,,Y,,,
22030,ALOPPRA,,Alopecurus pratensis,Meadow Foxtail,,-3,GNR,,NNA,,SE5,IU,,IU,IR,IX,IU,IU,IX,IU,IX,IR,IX,IU,GR,,I,,Poaceae,0,-3,,,N,,,
109006,ALTHHIR,,Althaea hirsuta,Hairy Marsh-mallow,,,GNR,,NNA,,SEH,IH,,,,,,,,,,,,IH,FO,,I,,Malvaceae,0,,,,N,,,
109008,ALTHOFF,,Althaea officinalis,Common Marsh-mallow,,0,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Malvaceae,0,0,,,N,,,
73002,ALYSALY,,Alyssum alyssoides,Small Alyssum,,5,GNR,,NNA,,SE5,IU,,IR,IR,IX,IU,IR,IX,IU,IX,IR,IX,IX,FO,,I,,Brassicaceae,0,5,,,N,,,
56000,AMARALB,,Amaranthus albus,White Amaranth,,3,GNR,,NNA,,SE5,IU,,IU,IX,IX,IU,IR,IX,IC,IX,IR,IX,IX,FO,,I,,Amaranthaceae,0,3,,,N,,,
56002,AMARBLI,,Amaranthus blitoides,Prostrate Amaranth,,3,GNR,,NNA,,SE4?,IR,,IR,IX,IX,IU,IR,,,,IR,IX,IX,FO,,I,,Amaranthaceae,0,3,,,N,,,
220544,AMARBLT,,Amaranthus blitum,Purple Amaranth,,3,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Amaranthaceae,0,3,,,N,,,
1008084,AMARBLB,,Amaranthus blitum ssp. blitum,Purple Amaranth,,3,GNRTNR,,NNA,,SE1,IR,,,,,,IH,,,,,,IR,FO,,I,,Amaranthaceae,0,3,,,N,,,
1008262,AMARBLE,,Amaranthus blitum ssp. emarginatus,Purple Amaranth,,3,GNRTNR,,NNA,,SE1,IR,,,,,,,,,,IR,,,FO,,I,,Amaranthaceae,0,3,,,N,,,
1004474,AMARCAU,,Amaranthus caudatus,Foxtail Amaranth,,5,GNR,,NNA,,SEH,IH,,,,,,,,,,IH,,,FO,,I,,Amaranthaceae,0,5,,,N,,,
56004,AMARCRU,,Amaranthus cruentus,Blood Amaranth,,5,GNR,,NNA,,SEH,IH,,,IH,IH,IH,,,IH,,IH,,IH,FO,,I,,Amaranthaceae,0,5,,,N,,,
56006,AMARHYB,,Amaranthus hybridus,Smooth Amaranth,,5,G5?,,NNA,,SE5?,,,,,,,,,,,,,,FO,,I,,Amaranthaceae,0,5,,,N,,,
1008085,AMARHYH,,Amaranthus hybridus ssp. hybridus,Smooth Amaranth,,5,G5?TNR,,NNA,,SE5?,IU,,IU,IX,IX,IU,IR,IX,,IX,IR,IX,IX,FO,,I,,Amaranthaceae,0,5,,,N,,,
1008086,AMARHYQ,,Amaranthus hybridus ssp. quitensis,South American Amaranth,,,G5?TNR,,NNA,,SEH,IH,,,,,,,,,,,,IH,FO,,I,,Amaranthaceae,0,,,,N,,,
1004477,AMARHYP,,Amaranthus hypochondriacus,Prince's-feather Amaranth,,5,G4?,,NNA,,SE1,IH,,,,,IH,IH,,,,,,,FO,,I,,Amaranthaceae,0,5,,,N,,,
56008,AMARPAL,,Amaranthus palmeri,Palmer's Amaranth,,3,G5,,NNA,,SEH,IR,,,,IH,,,,,,IR,,,FO,,I,,Amaranthaceae,0,3,,,N,,,
56010,AMARPOW,,Amaranthus powellii,Powell's Amaranth,,5,G5,,NNA,,SE5,,,,,,,,,,,,,,FO,,I,,Amaranthaceae,0,5,,,N,,,
1008237,AMARPOB,,Amaranthus powellii ssp. bouchonii,Buchon's Amaranth,,,G5TNR,,NNA,,SE1?,IR,,,,,,,,,,,,IR,FO,,I,,Amaranthaceae,0,,,,N,,,
1008238,AMARPOP,,Amaranthus powellii ssp. powellii,Powell's Amaranth,,5,G5T5,,NNA,,SE5,IC,,IR,IX,IX,IR,IC,IX,IU,IX,IR,IX,IX,FO,,I,,Amaranthaceae,0,5,,,N,,,
56012,AMARRET,,Amaranthus retroflexus,Redroot Amaranth,,3,G5,,N5,,SE5,IC,,IU,IX,IX,IC,IC,IX,IC,IX,IC,IX,IX,FO,Sum,I,,Amaranthaceae,0,3,,,N,,,
56014,AMARSPI,,Amaranthus spinosus,Spiny Amaranth,,3,G5,,NNA,,SEH,IH,,,,IH,,,,,,,,IH,FO,,I,,Amaranthaceae,0,3,,,N,,,
56016,AMARTUB,,Amaranthus tuberculatus,Rough-fruit Amaranth,6,-5,G4G5,,NNR,,S4,,,,,,,,,,,,,,FO,,N,,Amaranthaceae,6,-5,,,N,,,
1008087,AMARTUR,,Amaranthus tuberculatus var. rudis,Tall Rough-fruit Amaranth,,-3,G4G5TNR,,NNA,,SE1,IR,,IR,,IR,,,,,,,IR,,FO,,I,,Amaranthaceae,0,-3,,,N,,,
1008088,AMARTUT,,Amaranthus tuberculatus var. tuberculatus,Rough-fruit Amaranth,6,-5,G4G5T4,,N4,,S4,R,,U,,R,R,R,,R,,R,R,,FO,,N,,Amaranthaceae,6,-5,,,N,,,
1008256,AMARX O,,Amaranthus x ozanonii,(Amaranthus hybridus X Amaranthus retroflexus),,,GNA,,NNA,,SNA,hyb,,hyb,,,,,,,,,,,FO,,I,,Amaranthaceae,0,,,,N,,,
1008259,AMARX S,,Amaranthus x soproniensis,(Amaranthus powellii X Amaranthus retroflexus),,,GNA,,NNA,,SNA,hyb,,,,,,hyb,,,,,,,FO,,I,,Amaranthaceae,0,,,,N,,,
168024,AMBRART,,Ambrosia artemisiifolia,Common Ragweed,0,3,G5,,N5,,S5,C,,C,X,X,C,C,X,C,C,C,C,C,FO,Aut,N,,Asteraceae,0,3,,,N,,,
168026,AMBRPSI,,Ambrosia psilostachya,Perennial Ragweed,0,0,G5,,NNR,,SU,IR,,IH,IR,IR,IR,IR,IX,IR,,,,,FO,,I,,Asteraceae,0,0,,,N,,,
168028,AMBRTRI,,Ambrosia trifida,Great Ragweed,0,0,G5,,N5,,S5,C,,C,X,X,C,C,X,U,C,C,U,U,FO,Aut,N,,Asteraceae,0,0,,,N,,,
1004490,AMBRX H,,Ambrosia x helenae,(Ambrosia artemisiifolia X Ambrosia trifida),,,GNA,,NNA,,SNA,hyb,,,,,,,,,,,hyb,,FO,,N,,Asteraceae,0,,,,N,,,
82014,AMELALN,,Amelanchier alnifolia,Saskatoon,8,3,G5,,N5,,S4?,,,,,,,,,,,,,,SH,Spr,N,,Rosaceae,8,3,,,N,,,
1008435,AMELALA,,Amelanchier alnifolia var. alnifolia,Saskatoon,8,3,G5T5,,N5,,S4?,,,,,,,,,,,,,,SH,Spr,N,,Rosaceae,8,3,,,N,,,
82414,AMELAMA,,Amelanchier amabilis,Beautiful Serviceberry,8,3,G4?,,N2N3,,S2S3,R,,,,,,,,,,,,R,SH,Spr,N,,Rosaceae,8,3,,,Y,,,
82016,AMELARB,,Amelanchier arborea,Downy Serviceberry,5,3,G5,,N5,,S5,C,,U,X,X,C,R,X,C,X,C,C,U,SH,Spr,N,,Rosaceae,5,3,,,N,,,
82018,AMELBAR,,Amelanchier bartramiana,Bartram's Serviceberry,8,0,G5,,N5,,S5,,,,,,,,,,,,,,SH,Spr,N,,Rosaceae,8,0,,,N,,,
82406,AMELHUM,,Amelanchier humilis,Low Serviceberry,4,3,G5,,N5,,S5,R,,R,,R,,R,,R,R,R,R,R,SH,Spr,N,,Rosaceae,4,3,,,N,,,Y
82026,AMELINT,,Amelanchier interior,Inland Serviceberry,,3,G5,,N5,,SU,R,,,,R,,,,,,,,?,SH,Spr,I,,Rosaceae,0,3,,,N,,,
82420,AMELINE,,Amelanchier intermedia,Purple Serviceberry,,-3,GNA,,N5,,SU,,,,,,,,,,,,,,SH,Spr,N,,Rosaceae,,-3,,,N,,,
